condition,participant,wait_duration_before_circle,BINNING,is_valid,space_pressed_duration,space_RT,DIFFERENCE,RATIO,ABS ERROR,Avg.underest.(percentage)
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.55,0.36,-0.1,0.849223204,-0.150776796,0.150776796
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.48,0.24,-0.17,0.738451222,-0.261548778,0.261548778
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.46,0.08,-0.19,0.701493308,-0.298506692,0.298506692
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.55,0.39,-0.1,0.849206975,-0.150793025,0.150793025
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.61,0.3,-0.04,0.935345319,-0.064654681,0.064654681
6-Prediction-RF,CIS,0.65,650 MS.,FALSE,0.52,0.23,-0.13,0.799934435,-0.200065565,0.200065565
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.54,0.2,-0.11,0.836888402,-0.163111598,0.163111598
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.68,0.4,0.03,1.046112037,0.046112037,-0.046112037
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.6,0.5,-0.05,0.922999551,-0.077000449,0.077000449
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.68,0.27,0.03,1.046067737,0.046067737,-0.046067737
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.7,0.21,0.05,1.070710586,0.070710586,-0.070710586
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.5,-0.16,-0.15,0.763020822,-0.236979178,0.236979178
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.61,-0.22,-0.04,0.935313738,-0.064686262,0.064686262
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.74,7.07,0.09,1.132278891,0.132278891,-0.132278891
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.79,0.36,0.14,1.218438727,0.218438727,-0.218438727
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.83,0.32,0.18,1.279916677,0.279916677,-0.279916677
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.77,0.2,0.12,1.181462391,0.181462391,-0.181462391
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.82,0.29,0.17,1.255330409,0.255330409,-0.255330409
6-Prediction-RF,CIS,0.65,650 MS.,FALSE,0.7,0.07,0.05,1.083037054,0.083037054,-0.083037054
6-Prediction-RF,CIS,0.65,650 MS.,FALSE,0.85,0.19,0.2,1.304574877,0.304574877,-0.304574877
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.61,0.02,-0.04,0.93539883,-0.06460117,0.06460117
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.67,0.02,0.02,1.033768901,0.033768901,-0.033768901
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.85,0,0.2,1.304628389,0.304628389,-0.304628389
6-Prediction-RF,CIS,0.65,650 MS.,FALSE,0.89,0,0.24,1.366076951,0.366076951,-0.366076951
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.87,0,0.22,1.341481473,0.341481473,-0.341481473
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.94,-0.46,0.29,1.439567758,0.439567758,-0.439567758
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.95,0.47,0.3,1.464543957,0.464543957,-0.464543957
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.8,0.38,0.15,1.23067177,0.23067177,-0.23067177
6-Prediction-RF,CIS,0.65,650 MS.,FALSE,0.73,0.49,0.08,1.119952861,0.119952861,-0.119952861
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,0.94,0.39,0.29,1.452261788,0.452261788,-0.452261788
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,1.08,0.25,0.43,1.661489371,0.661489371,-0.661489371
6-Prediction-RF,CIS,0.65,650 MS.,FALSE,1.02,0.15,0.37,1.563039911,0.563039911,-0.563039911
6-Prediction-RF,CIS,0.65,650 MS.,TRUE,1.03,0.33,0.38,1.587646355,0.587646355,-0.587646355
7-Control- FF,CIS,0.65,650 MS.,,0.44,0.41,-0.21,0.676895637,-0.323104363,0.323104363
7-Control- FF,CIS,0.65,650 MS.,,0.5,0.61,-0.15,0.775295973,-0.224704027,0.224704027
7-Control- FF,CIS,0.65,650 MS.,,0.53,0.55,-0.12,0.812265729,-0.187734271,0.187734271
7-Control- FF,CIS,0.65,650 MS.,,0.42,0.43,-0.23,0.639988164,-0.360011836,0.360011836
7-Control- FF,CIS,0.65,650 MS.,,0.52,0.99,-0.13,0.799956805,-0.200043195,0.200043195
7-Control- FF,CIS,0.65,650 MS.,,0.5,0.46,-0.15,0.775368783,-0.224631217,0.224631217
7-Control- FF,CIS,0.65,650 MS.,,0.53,0.88,-0.12,0.812218797,-0.187781203,0.187781203
7-Control- FF,CIS,0.65,650 MS.,,0.54,0.5,-0.11,0.836882261,-0.163117739,0.163117739
7-Control- FF,CIS,0.65,650 MS.,,0.51,0.4,-0.14,0.787621564,-0.212378436,0.212378436
7-Control- FF,CIS,0.65,650 MS.,,0.52,0.35,-0.13,0.799952419,-0.200047581,0.200047581
7-Control- FF,CIS,0.65,650 MS.,,0.58,0.41,-0.07,0.886135501,-0.113864499,0.113864499
7-Control- FF,CIS,0.65,650 MS.,,0.54,0.4,-0.11,0.824576846,-0.175423154,0.175423154
7-Control- FF,CIS,0.65,650 MS.,,0.58,0.28,-0.07,0.898429512,-0.101570488,0.101570488
7-Control- FF,CIS,0.65,650 MS.,,0.59,0.5,-0.06,0.910725278,-0.089274722,0.089274722
7-Control- FF,CIS,0.65,650 MS.,,0.56,0.81,-0.09,0.861529496,-0.138470504,0.138470504
7-Control- FF,CIS,0.65,650 MS.,,0.68,0.56,0.03,1.046109405,0.046109405,-0.046109405
7-Control- FF,CIS,0.65,650 MS.,,0.53,0.35,-0.12,0.812273185,-0.187726815,0.187726815
7-Control- FF,CIS,0.65,650 MS.,,0.58,0.39,-0.07,0.886092955,-0.113907045,0.113907045
7-Control- FF,CIS,0.65,650 MS.,,0.6,0.45,-0.05,0.922996042,-0.077003958,0.077003958
7-Control- FF,CIS,0.65,650 MS.,,0.58,0.48,-0.07,0.886095149,-0.113904851,0.113904851
7-Control- FF,CIS,0.65,650 MS.,,0.52,0.63,-0.13,0.799948471,-0.200051529,0.200051529
7-Control- FF,CIS,0.65,650 MS.,,0.46,0.44,-0.19,0.701514362,-0.298485638,0.298485638
7-Control- FF,CIS,0.65,650 MS.,,0.62,0.47,-0.03,0.947576607,-0.052423393,0.052423393
7-Control- FF,CIS,0.65,650 MS.,,0.51,0.46,-0.14,0.787668496,-0.212331504,0.212331504
7-Control- FF,CIS,0.65,650 MS.,,0.58,0.38,-0.07,0.886113132,-0.113886868,0.113886868
7-Control- FF,CIS,0.65,650 MS.,,0.52,0.38,-0.13,0.799977859,-0.200022141,0.200022141
7-Control- FF,CIS,0.65,650 MS.,,0.58,0.43,-0.07,0.898419424,-0.101580576,0.101580576
7-Control- FF,CIS,0.65,650 MS.,,0.63,0.54,-0.02,0.972268582,-0.027731418,0.027731418
7-Control- FF,CIS,0.65,650 MS.,,0.63,0.44,-0.02,0.972277354,-0.027722646,0.027722646
7-Control- FF,CIS,0.65,650 MS.,,0.44,0.47,-0.21,0.676901339,-0.323098661,0.323098661
7-Control- FF,CIS,0.65,650 MS.,,0.58,0.34,-0.07,0.886110939,-0.113889061,0.113889061
7-Control- FF,CIS,0.65,650 MS.,,0.53,0.34,-0.12,0.812308275,-0.187691725,0.187691725
7-Control- FF,CIS,0.65,650 MS.,,0.56,0.61,-0.09,0.861479055,-0.138520945,0.138520945
7-Control- FF,CIS,0.65,650 MS.,,0.53,0.52,-0.12,0.812244237,-0.187755763,0.187755763
7-Control- FF,CIS,0.65,650 MS.,,0.62,0.39,-0.03,0.947609942,-0.052390058,0.052390058
7-Control- FF,CIS,0.65,650 MS.,,0.61,0.4,-0.04,0.935318563,-0.064681437,0.064681437
7-Control- FF,CIS,0.65,650 MS.,,0.62,0.63,-0.03,0.947650295,-0.052349705,0.052349705
7-Control- FF,CIS,0.65,650 MS.,,0.61,0.81,-0.04,0.935311984,-0.064688016,0.064688016
7-Control- FF,CIS,0.65,650 MS.,,0.57,0.57,-0.08,0.873745872,-0.126254128,0.126254128
7-Control- FF,CIS,0.65,650 MS.,,0.58,0.39,-0.07,0.898413284,-0.101586716,0.101586716
7-Control- FF,CIS,0.65,650 MS.,,0.65,0.51,0,0.996861867,-0.003138133,0.003138133
7-Control- FF,CIS,0.65,650 MS.,,0.71,0.37,0.06,1.095280186,0.095280186,-0.095280186
7-Control- FF,CIS,0.65,650 MS.,,0.62,0.52,-0.03,0.9599272,-0.0400728,0.0400728
7-Control- FF,CIS,0.65,650 MS.,,0.7,0.55,0.05,1.070701813,0.070701813,-0.070701813
7-Control- FF,CIS,0.65,650 MS.,,0.73,0.46,0.08,1.119995845,0.119995845,-0.119995845
7-Control- FF,CIS,0.65,650 MS.,,0.74,0.46,0.09,1.144587815,0.144587815,-0.144587815
7-Control- FF,CIS,0.65,650 MS.,,0.59,0.52,-0.06,0.910786246,-0.089213754,0.089213754
7-Control- FF,CIS,0.65,650 MS.,,0.69,0.4,0.04,1.058474034,0.058474034,-0.058474034
7-Control- FF,CIS,0.65,650 MS.,,0.67,0.68,0.02,1.033783814,0.033783814,-0.033783814
7-Control- FF,CIS,0.65,650 MS.,,0.62,0.42,-0.03,0.959961412,-0.040038588,0.040038588
0-Control-RR,SD,0.59,450-750 MS.,,0.32,1.09,-0.27,0.545228658,-0.454771342,0.454771342
0-Control-RR,SD,0.18,150-450 MS.,,0.26,0.6,0.09,1.495897555,0.495897555,-0.495897555
0-Control-RR,SD,0.98,750-1150 MS.,,0.58,0.42,-0.39,0.598016875,-0.401983125,0.401983125
0-Control-RR,SD,0.8,750-1150 MS.,,0.58,0.42,-0.22,0.725597688,-0.274402312,0.274402312
0-Control-RR,SD,0.35,150-450 MS.,,0.33,0.69,-0.03,0.92467495,-0.07532505,0.07532505
0-Control-RR,SD,0.33,150-450 MS.,,0.24,0.81,-0.09,0.729460312,-0.270539688,0.270539688
0-Control-RR,SD,0.18,150-450 MS.,,0.3,0.52,0.11,1.604379654,0.604379654,-0.604379654
0-Control-RR,SD,0.46,450-750 MS.,,0.25,1.41,-0.21,0.540117211,-0.459882789,0.459882789
0-Control-RR,SD,0.73,450-750 MS.,,0.26,1.21,-0.48,0.349560853,-0.650439147,0.650439147
0-Control-RR,SD,0.86,750-1150 MS.,,0.26,0.75,-0.59,0.30765921,-0.69234079,0.69234079
0-Control-RR,SD,0.98,750-1150 MS.,,0.3,0.56,-0.68,0.303386931,-0.696613069,0.696613069
0-Control-RR,SD,0.71,450-750 MS.,,0.27,0.39,-0.44,0.382944201,-0.617055799,0.617055799
0-Control-RR,SD,0.62,450-750 MS.,,0.29,0.44,-0.33,0.465885776,-0.534114224,0.534114224
0-Control-RR,SD,0.71,450-750 MS.,,0.32,0.55,-0.39,0.453641653,-0.546358347,0.546358347
0-Control-RR,SD,0.8,750-1150 MS.,,0.39,0.42,-0.41,0.487367626,-0.512632374,0.512632374
0-Control-RR,SD,0.73,450-750 MS.,,0.36,0.64,-0.37,0.494369503,-0.505630497,0.505630497
0-Control-RR,SD,0.92,750-1150 MS.,,0.33,0.62,-0.59,0.358023883,-0.641976117,0.641976117
0-Control-RR,SD,0.86,750-1150 MS.,,0.32,1.18,-0.54,0.370976654,-0.629023346,0.629023346
0-Control-RR,SD,0.42,150-450 MS.,,0.33,1.06,-0.09,0.786645346,-0.213354654,0.213354654
0-Control-RR,SD,0.87,750-1150 MS.,,0.52,0.39,-0.35,0.600462906,-0.399537094,0.399537094
0-Control-RR,SD,0.32,150-450 MS.,,0.3,2.64,-0.02,0.95165573,-0.04834427,0.04834427
0-Control-RR,SD,0.21,150-450 MS.,,0.35,0.72,0.14,1.664708351,0.664708351,-0.664708351
0-Control-RR,SD,1.06,750-1150 MS.,,0.54,0.39,-0.52,0.506766797,-0.493233203,0.493233203
0-Control-RR,SD,0.66,450-750 MS.,,0.35,0.52,-0.3,0.537160254,-0.462839746,0.462839746
0-Control-RR,SD,0.37,150-450 MS.,,0.28,1.43,-0.09,0.747602297,-0.252397703,0.252397703
0-Control-RR,SD,0.2,150-450 MS.,,0.28,0.51,0.08,1.368713172,0.368713172,-0.368713172
0-Control-RR,SD,0.35,150-450 MS.,,0.29,0.62,-0.06,0.825317989,-0.174682011,0.174682011
0-Control-RR,SD,1.06,750-1150 MS.,,0.9,0.66,-0.16,0.851123071,-0.148876929,0.148876929
0-Control-RR,SD,0.28,150-450 MS.,,0.36,0.75,0.08,1.288174726,0.288174726,-0.288174726
0-Control-RR,SD,0.53,450-750 MS.,,0.29,7.29,-0.24,0.545159512,-0.454840488,0.454840488
0-Control-RR,SD,1.04,750-1150 MS.,,0.3,0.84,-0.73,0.293671687,-0.706328313,0.706328313
0-Control-RR,SD,0.46,450-750 MS.,,0.27,0.47,-0.18,0.597298649,-0.402701351,0.402701351
0-Control-RR,SD,0.22,150-450 MS.,,0.27,0.69,0.05,1.23779135,0.23779135,-0.23779135
0-Control-RR,SD,1,750-1150 MS.,,0.31,0.45,-0.68,0.313018101,-0.686981899,0.686981899
0-Control-RR,SD,0.82,750-1150 MS.,,0.24,6.07,-0.58,0.293543257,-0.706456743,0.706456743
0-Control-RR,SD,1.08,750-1150 MS.,,0.26,0.57,-0.82,0.243433402,-0.756566598,0.756566598
0-Control-RR,SD,0.96,750-1150 MS.,,0.3,0.44,-0.66,0.309451671,-0.690548329,0.690548329
0-Control-RR,SD,0.48,450-750 MS.,,0.29,0.41,-0.19,0.604558237,-0.395441763,0.395441763
0-Control-RR,SD,0.33,150-450 MS.,,0.26,0.73,-0.07,0.776302995,-0.223697005,0.223697005
0-Control-RR,SD,0.51,450-750 MS.,,0.27,0.93,-0.24,0.53349972,-0.46650028,0.46650028
0-Control-RR,SD,0.75,750-1150 MS.,,0.31,0.46,-0.44,0.415063487,-0.584936513,0.584936513
0-Control-RR,SD,0.18,150-450 MS.,,0.23,0.71,0.05,1.288114675,0.288114675,-0.288114675
0-Control-RR,SD,0.41,150-450 MS.,,0.22,0.55,-0.19,0.540185036,-0.459814964,0.459814964
0-Control-RR,SD,1.11,750-1150 MS.,,0.3,0.55,-0.82,0.266081914,-0.733918086,0.733918086
0-Control-RR,SD,1.11,750-1150 MS.,,0.27,0.49,-0.83,0.245740962,-0.754259038,0.754259038
0-Control-RR,SD,0.52,450-750 MS.,,0.3,1.14,-0.22,0.579373063,-0.420626937,0.420626937
0-Control-RR,SD,1.11,750-1150 MS.,,0.28,0.42,-0.83,0.252377649,-0.747622351,0.747622351
0-Control-RR,SD,0.89,750-1150 MS.,,0.3,0.64,-0.59,0.340300118,-0.659699882,0.659699882
0-Control-RR,SD,0.42,150-450 MS.,,0.32,0.49,-0.1,0.76387062,-0.23612938,0.23612938
0-Control-RR,SD,1.05,750-1150 MS.,,0.54,0.61,-0.51,0.511903392,-0.488096608,0.488096608
1-Motor-FF,SD,0.65,650 MS.,FALSE,0.43,0.6,-0.22,0.664595047,-0.335404953,0.335404953
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.48,0.57,-0.17,0.738377973,-0.261622027,0.261622027
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.51,0.46,-0.14,0.787636038,-0.212363962,0.212363962
1-Motor-FF,SD,0.65,650 MS.,FALSE,0.52,0.46,-0.13,0.799928295,-0.200071705,0.200071705
1-Motor-FF,SD,0.65,650 MS.,FALSE,0.62,0.4,-0.03,0.947652488,-0.052347512,0.052347512
1-Motor-FF,SD,0.65,650 MS.,FALSE,0.52,0.44,-0.13,0.799984876,-0.200015124,0.200015124
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.51,0.45,-0.14,0.787657531,-0.212342469,0.212342469
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.46,0.47,-0.19,0.701574014,-0.298425986,0.298425986
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.46,0.46,-0.19,0.701879292,-0.298120708,0.298120708
1-Motor-FF,SD,0.65,650 MS.,FALSE,0.42,0.45,-0.23,0.652328669,-0.347671331,0.347671331
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.42,0.65,-0.23,0.639944741,-0.360055259,0.360055259
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.44,0.46,-0.21,0.676921515,-0.323078485,0.323078485
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.38,0.47,-0.27,0.590745889,-0.409254111,0.409254111
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.4,0.34,-0.25,0.615376018,-0.384623982,0.384623982
1-Motor-FF,SD,0.65,650 MS.,FALSE,0.44,0.3,-0.21,0.67673291,-0.32326709,0.32326709
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.45,0.4,-0.2,0.689207631,-0.310792369,0.310792369
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.51,0.51,-0.14,0.787681655,-0.212318345,0.212318345
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.46,0.48,-0.19,0.71383162,-0.28616838,0.28616838
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.41,0.46,-0.24,0.627645905,-0.372354095,0.372354095
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.43,0.56,-0.22,0.664585397,-0.335414603,0.335414603
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.43,0.56,-0.22,0.664508639,-0.335491361,0.335491361
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.46,0.42,-0.19,0.713796092,-0.286203908,0.286203908
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.5,0.47,-0.15,0.762949766,-0.237050234,0.237050234
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.48,0.51,-0.17,0.738485873,-0.261514127,0.261514127
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.52,0.77,-0.13,0.799965577,-0.200034423,0.200034423
1-Motor-FF,SD,0.65,650 MS.,FALSE,0.46,0.38,-0.19,0.71380925,-0.28619075,0.28619075
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.46,0.29,-0.19,0.701528398,-0.298471602,0.298471602
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.48,0.43,-0.17,0.738501225,-0.261498775,0.261498775
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.49,0.58,-0.16,0.750716284,-0.249283716,0.249283716
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.54,0.43,-0.11,0.836909455,-0.163090545,0.163090545
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.42,0.55,-0.23,0.652267262,-0.347732738,0.347732738
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.48,0.35,-0.17,0.738375341,-0.261624659,0.261624659
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.48,0.46,-0.17,0.738406045,-0.261593955,0.261593955
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.42,0.52,-0.23,0.639992112,-0.360007888,0.360007888
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.34,0.48,-0.31,0.529218814,-0.470781186,0.470781186
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.4,0.45,-0.25,0.615296629,-0.384703371,0.384703371
1-Motor-FF,SD,0.65,650 MS.,FALSE,0.42,0.38,-0.23,0.639994744,-0.360005256,0.360005256
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.42,0.37,-0.23,0.640007464,-0.359992536,0.359992536
1-Motor-FF,SD,0.65,650 MS.,FALSE,0.42,0.51,-0.23,0.640000884,-0.359999116,0.359999116
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.35,0.42,-0.3,0.541511509,-0.458488491,0.458488491
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.48,0.35,-0.17,0.738420519,-0.261579481,0.261579481
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.55,0.38,-0.1,0.849185921,-0.150814079,0.150814079
1-Motor-FF,SD,0.65,650 MS.,FALSE,0.41,0.38,-0.24,0.627656432,-0.372343568,0.372343568
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.46,0.43,-0.19,0.701526643,-0.298473357,0.298473357
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.54,0.61,-0.11,0.824624655,-0.175375345,0.175375345
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.45,0.36,-0.2,0.689187893,-0.310812107,0.310812107
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.46,0.39,-0.19,0.713855305,-0.286144695,0.286144695
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.57,0.4,-0.08,0.873808594,-0.126191406,0.126191406
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.52,0.32,-0.13,0.799969525,-0.200030475,0.200030475
1-Motor-FF,SD,0.65,650 MS.,TRUE,0.65,0.3,0,0.996912747,-0.003087253,0.003087253
2-Control-FR,SD,0.42,150-450 MS.,,0.39,0.54,-0.03,0.935749575,-0.064250425,0.064250425
2-Control-FR,SD,0.98,750-1150 MS.,,0.39,0.62,-0.58,0.401831569,-0.598168431,0.598168431
2-Control-FR,SD,0.18,150-450 MS.,,0.26,0.89,0.08,1.465924377,0.465924377,-0.465924377
2-Control-FR,SD,0.35,150-450 MS.,,0.34,0.47,-0.01,0.969868055,-0.030131945,0.030131945
2-Control-FR,SD,0.33,150-450 MS.,,0.34,0.52,0.01,1.04307291,0.04307291,-0.04307291
2-Control-FR,SD,0.96,750-1150 MS.,,0.36,0.52,-0.6,0.376381932,-0.623618068,0.623618068
2-Control-FR,SD,1.04,750-1150 MS.,,0.33,0.45,-0.71,0.316844879,-0.683155121,0.683155121
2-Control-FR,SD,0.42,150-450 MS.,,0.3,0.58,-0.11,0.729069236,-0.270930764,0.270930764
2-Control-FR,SD,1.08,750-1150 MS.,,0.58,0.58,-0.51,0.531174154,-0.468825846,0.468825846
2-Control-FR,SD,1.11,750-1150 MS.,,0.54,0.81,-0.57,0.484259984,-0.515740016,0.515740016
2-Control-FR,SD,0.92,750-1150 MS.,,0.28,0.78,-0.64,0.3056409,-0.6943591,0.6943591
2-Control-FR,SD,0.33,150-450 MS.,,0.26,0.77,-0.07,0.778167957,-0.221832043,0.221832043
2-Control-FR,SD,0.22,150-450 MS.,,0.28,1.24,0.06,1.274053231,0.274053231,-0.274053231
2-Control-FR,SD,0.48,450-750 MS.,,0.33,0.77,-0.15,0.688506754,-0.311493246,0.311493246
2-Control-FR,SD,0.71,450-750 MS.,,0.38,0.79,-0.33,0.529383595,-0.470616405,0.470616405
2-Control-FR,SD,0.32,150-450 MS.,,0.34,0.73,0.02,1.076971727,0.076971727,-0.076971727
2-Control-FR,SD,0.71,450-750 MS.,,0.38,0.46,-0.32,0.544430129,-0.455569871,0.455569871
2-Control-FR,SD,0.2,150-450 MS.,,0.23,1.12,0.03,1.134128238,0.134128238,-0.134128238
2-Control-FR,SD,0.53,450-750 MS.,,0.32,0.74,-0.21,0.605851285,-0.394148715,0.394148715
2-Control-FR,SD,1.06,750-1150 MS.,,0.36,0.35,-0.7,0.340311614,-0.659688386,0.659688386
2-Control-FR,SD,1.11,750-1150 MS.,,0.62,0.68,-0.5,0.553715781,-0.446284219,0.446284219
2-Control-FR,SD,0.86,750-1150 MS.,,0.37,0.5,-0.49,0.426625879,-0.573374121,0.573374121
2-Control-FR,SD,0.41,150-450 MS.,,0.38,0.46,-0.04,0.906604752,-0.093395248,0.093395248
2-Control-FR,SD,0.35,150-450 MS.,,0.3,0.55,-0.04,0.871302907,-0.128697093,0.128697093
2-Control-FR,SD,1,750-1150 MS.,,0.45,0.64,-0.55,0.44950694,-0.55049306,0.55049306
2-Control-FR,SD,0.86,750-1150 MS.,,0.43,0.42,-0.43,0.503471734,-0.496528266,0.496528266
2-Control-FR,SD,0.51,450-750 MS.,,0.42,0.47,-0.09,0.815895619,-0.184104381,0.184104381
2-Control-FR,SD,0.37,150-450 MS.,,0.38,0.73,0.01,1.025350991,0.025350991,-0.025350991
2-Control-FR,SD,0.28,150-450 MS.,,0.35,1.45,0.07,1.25955023,0.25955023,-0.25955023
2-Control-FR,SD,0.87,750-1150 MS.,,0.35,0.53,-0.51,0.406500137,-0.593499863,0.593499863
2-Control-FR,SD,0.18,150-450 MS.,,0.24,0.63,0.06,1.30103441,0.30103441,-0.30103441
2-Control-FR,SD,0.46,450-750 MS.,,0.3,0.67,-0.16,0.649891066,-0.350108934,0.350108934
2-Control-FR,SD,0.98,750-1150 MS.,,0.7,0.51,-0.27,0.720882301,-0.279117699,0.279117699
2-Control-FR,SD,0.75,750-1150 MS.,,0.37,0.77,-0.38,0.489610206,-0.510389794,0.510389794
2-Control-FR,SD,0.59,450-750 MS.,,0.44,0.39,-0.15,0.749719646,-0.250280354,0.250280354
2-Control-FR,SD,0.82,750-1150 MS.,,0.44,0.38,-0.38,0.538167985,-0.461832015,0.461832015
2-Control-FR,SD,0.21,150-450 MS.,,0.26,1.12,0.05,1.248331017,0.248331017,-0.248331017
2-Control-FR,SD,0.89,750-1150 MS.,,0.19,0.81,-0.7,0.21495698,-0.78504302,0.78504302
2-Control-FR,SD,1.05,750-1150 MS.,,0.3,0.46,-0.74,0.290325188,-0.709674812,0.709674812
2-Control-FR,SD,0.46,450-750 MS.,,0.25,0.46,-0.21,0.540165651,-0.459834349,0.459834349
2-Control-FR,SD,0.62,450-750 MS.,,0.3,0.28,-0.32,0.478857668,-0.521142332,0.521142332
2-Control-FR,SD,0.18,150-450 MS.,,0.22,0.76,0.05,1.269434412,0.269434412,-0.269434412
2-Control-FR,SD,0.73,450-750 MS.,,0.28,0.74,-0.45,0.382366541,-0.617633459,0.617633459
2-Control-FR,SD,0.52,450-750 MS.,,0.3,0.39,-0.22,0.579349699,-0.420650301,0.420650301
2-Control-FR,SD,0.66,450-750 MS.,,0.27,0.34,-0.38,0.415136685,-0.584863315,0.584863315
2-Control-FR,SD,0.8,750-1150 MS.,,0.34,0.54,-0.47,0.417460709,-0.582539291,0.582539291
2-Control-FR,SD,1.11,750-1150 MS.,,0.3,0.51,-0.81,0.274031322,-0.725968678,0.725968678
2-Control-FR,SD,1.06,750-1150 MS.,,0.28,0.41,-0.78,0.263629143,-0.736370857,0.736370857
2-Control-FR,SD,0.73,450-750 MS.,,0.3,0.52,-0.42,0.417434327,-0.582565673,0.582565673
2-Control-FR,SD,0.8,750-1150 MS.,,0.29,4.15,-0.52,0.358003069,-0.641996931,0.641996931
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.82,0.54,0.17,1.267676177,0.267676177,-0.267676177
3-Prediction-FF,SD,0.65,650 MS.,FALSE,0.55,1.41,-0.1,0.849224081,-0.150775919,0.150775919
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.5,1.51,-0.15,0.775331939,-0.224668061,0.224668061
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.5,1.08,-0.15,0.763089685,-0.236910315,0.236910315
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.67,0.86,0.02,1.033798727,0.033798727,-0.033798727
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.51,1.31,-0.14,0.787569807,-0.212430193,0.212430193
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.51,1.26,-0.14,0.78765446,-0.21234554,0.21234554
3-Prediction-FF,SD,0.65,650 MS.,FALSE,0.53,1.72,-0.12,0.812205638,-0.187794362,0.187794362
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.46,1.1,-0.19,0.701555154,-0.298444846,0.298444846
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.5,1.25,-0.15,0.775331939,-0.224668061,0.224668061
