condition,participant,wait_duration_before_circle,BINNING,is_valid,space_pressed_duration,space_RT,DIFFERENCE,RATIO,ABS ERROR,Avg.underest.(percentage)
0-Control-RR,AD,0.51,450-750 MS.,,0.42,0.91,-0.09,0.815838201,-0.184161799,0.184161799
0-Control-RR,AD,0.98,750-1150 MS.,,0.5,1.27,-0.48,0.508446101,-0.491553899,0.491553899
0-Control-RR,AD,0.87,750-1150 MS.,,0.6,0.62,-0.27,0.692848957,-0.307151043,0.307151043
0-Control-RR,AD,0.96,750-1150 MS.,,0.69,0.83,-0.27,0.71927109,-0.28072891,0.28072891
0-Control-RR,AD,0.71,450-750 MS.,,0.44,0.7,-0.27,0.619515165,-0.380484835,0.380484835
0-Control-RR,AD,1.06,750-1150 MS.,,0.85,0.58,-0.21,0.798425363,-0.201574637,0.201574637
0-Control-RR,AD,0.35,150-450 MS.,,0.33,0.9,-0.03,0.924821698,-0.075178302,0.075178302
0-Control-RR,AD,0.8,750-1150 MS.,,0.54,0.33,-0.27,0.666340172,-0.333659828,0.333659828
0-Control-RR,AD,0.73,450-750 MS.,,0.89,0.52,0.16,1.212657177,0.212657177,-0.212657177
0-Control-RR,AD,0.62,450-750 MS.,,0.72,0.44,0.1,1.164733535,0.164733535,-0.164733535
0-Control-RR,AD,0.92,750-1150 MS.,,0.84,0.82,-0.08,0.916895874,-0.083104126,0.083104126
0-Control-RR,AD,0.21,150-450 MS.,,0.18,1.31,-0.03,0.870264335,-0.129735665,0.129735665
0-Control-RR,AD,0.66,450-750 MS.,,0.27,0.84,-0.38,0.415162548,-0.584837452,0.584837452
0-Control-RR,AD,1.05,750-1150 MS.,,0.26,0.57,-0.78,0.252114735,-0.747885265,0.747885265
0-Control-RR,AD,0.48,450-750 MS.,,0.25,0.84,-0.23,0.520582764,-0.479417236,0.479417236
0-Control-RR,AD,0.75,750-1150 MS.,,0.38,0.54,-0.37,0.510906654,-0.489093346,0.489093346
0-Control-RR,AD,0.46,450-750 MS.,,0.3,0.52,-0.16,0.662110923,-0.337889077,0.337889077
0-Control-RR,AD,0.32,150-450 MS.,,0.21,1.23,-0.11,0.65117454,-0.34882546,0.34882546
0-Control-RR,AD,0.46,450-750 MS.,,0.21,0.76,-0.25,0.456688988,-0.543311012,0.543311012
0-Control-RR,AD,0.18,150-450 MS.,,0.18,0.76,0,1.021588795,0.021588795,-0.021588795
0-Control-RR,AD,0.41,150-450 MS.,,0.25,0.88,-0.17,0.598114345,-0.401885655,0.401885655
0-Control-RR,AD,0.33,150-450 MS.,,0.24,0.91,-0.09,0.727742927,-0.272257073,0.272257073
0-Control-RR,AD,0.71,450-750 MS.,,0.3,1.76,-0.41,0.419610796,-0.580389204,0.580389204
0-Control-RR,AD,0.89,750-1150 MS.,,0.81,0.35,-0.09,0.904506906,-0.095493094,0.095493094
0-Control-RR,AD,1.11,750-1150 MS.,,1.22,0.53,0.1,1.093068544,0.093068544,-0.093068544
0-Control-RR,AD,0.37,150-450 MS.,,0.77,1.16,0.39,2.05072205,1.05072205,-1.05072205
0-Control-RR,AD,0.42,150-450 MS.,,0.53,0.52,0.11,1.266287779,0.266287779,-0.266287779
0-Control-RR,AD,0.42,150-450 MS.,,0.56,0.84,0.14,1.336700558,0.336700558,-0.336700558
0-Control-RR,AD,0.52,450-750 MS.,,0.29,1.59,-0.24,0.548851387,-0.451148613,0.451148613
0-Control-RR,AD,0.59,450-750 MS.,,0.33,0.58,-0.26,0.558902567,-0.441097433,0.441097433
0-Control-RR,AD,0.22,150-450 MS.,,0.28,0.98,0.06,1.274030654,0.274030654,-0.274030654
0-Control-RR,AD,0.98,750-1150 MS.,,0.65,0.7,-0.33,0.663578452,-0.336421548,0.336421548
0-Control-RR,AD,1,750-1150 MS.,,1.44,0.68,0.44,1.444861047,0.444861047,-0.444861047
0-Control-RR,AD,0.28,150-450 MS.,,0.29,1.22,0.01,1.030599935,0.030599935,-0.030599935
1-Motor-FF,AD,0.65,650 MS.,FALSE,0.36,0.52,-0.29,0.553844206,-0.446155794,0.446155794
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.4,0.32,-0.25,0.615379527,-0.384620473,0.384620473
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.42,0.56,-0.23,0.652249051,-0.347750949,0.347750949
1-Motor-FF,AD,0.65,650 MS.,FALSE,0.35,0.45,-0.3,0.541513281,-0.458486719,0.458486719
1-Motor-FF,AD,0.65,650 MS.,FALSE,0.45,0.28,-0.2,0.689258932,-0.310741068,0.310741068
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.36,0.41,-0.29,0.55384947,-0.44615053,0.44615053
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.39,0.33,-0.26,0.603047725,-0.396952275,0.396952275
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.35,0.32,-0.3,0.541584776,-0.458415224,0.458415224
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.38,0.27,-0.27,0.590790927,-0.409209073,0.409209073
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.24,0.36,-0.41,0.369241314,-0.630758686,0.630758686
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.26,0.54,-0.39,0.406111275,-0.593888725,0.593888725
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.28,0.28,-0.37,0.430766108,-0.569233892,0.569233892
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.3,0.31,-0.35,0.467682125,-0.532317875,0.532317875
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.34,0.38,-0.31,0.529173145,-0.470826855,0.470826855
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.34,0.26,-0.31,0.529260869,-0.470739131,0.470739131
1-Motor-FF,AD,0.65,650 MS.,FALSE,0.35,0.95,-0.3,0.541533458,-0.458466542,0.458466542
1-Motor-FF,AD,0.65,650 MS.,FALSE,0.37,0.5,-0.28,0.566158025,-0.433841975,0.433841975
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.3,0.51,-0.35,0.455332778,-0.544667222,0.544667222
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.36,0.46,-0.29,0.553869646,-0.446130354,0.446130354
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.34,0.65,-0.31,0.529207796,-0.470792204,0.470792204
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.29,0.88,-0.36,0.443029047,-0.556970953,0.556970953
1-Motor-FF,AD,0.65,650 MS.,FALSE,0.32,0.35,-0.33,0.492322044,-0.507677956,0.507677956
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.38,0.42,-0.27,0.590752767,-0.409247233,0.409247233
1-Motor-FF,AD,0.65,650 MS.,FALSE,0.32,0.41,-0.33,0.492368538,-0.507631462,0.507631462
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.33,0.29,-0.32,0.504612177,-0.495387823,0.495387823
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.32,0.18,-0.33,0.492271603,-0.507728397,0.507728397
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.28,0.28,-0.37,0.43073058,-0.56926942,0.56926942
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.28,0.3,-0.37,0.430763915,-0.569236085,0.569236085
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.3,0.26,-0.35,0.455372692,-0.544627308,0.544627308
1-Motor-FF,AD,0.65,650 MS.,FALSE,0.29,0.42,-0.36,0.443088699,-0.556911301,0.556911301
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.3,0.38,-0.35,0.455372253,-0.544627747,0.544627747
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.33,0.83,-0.32,0.504642004,-0.495357996,0.495357996
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.33,0.35,-0.32,0.504609107,-0.495390893,0.495390893
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.3,0.47,-0.35,0.455369622,-0.544630378,0.544630378
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.38,0.31,-0.27,0.578448597,-0.421551403,0.421551403
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.41,0.33,-0.24,0.627727559,-0.372272441,0.372272441
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.38,0.26,-0.27,0.578454738,-0.421545262,0.421545262
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.39,0.23,-0.26,0.603073165,-0.396926835,0.396926835
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.41,0.63,-0.24,0.627687644,-0.372312356,0.372312356
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.37,0.31,-0.28,0.566146621,-0.433853379,0.433853379
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.49,0.24,-0.16,0.75075083,-0.24924917,0.24924917
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.38,0.56,-0.27,0.578456493,-0.421543507,0.421543507
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.42,0.35,-0.23,0.652269666,-0.347730334,0.347730334
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.4,0.45,-0.25,0.6153883,-0.3846117,0.3846117
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.42,0.82,-0.23,0.652412217,-0.347587783,0.347587783
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.42,0.41,-0.23,0.639984357,-0.360015643,0.360015643
1-Motor-FF,AD,0.65,650 MS.,FALSE,0.35,0.21,-0.3,0.541512843,-0.458487157,0.458487157
1-Motor-FF,AD,0.65,650 MS.,FALSE,0.4,0.41,-0.25,0.615422512,-0.384577488,0.384577488
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.34,0.4,-0.31,0.52921306,-0.47078694,0.47078694
1-Motor-FF,AD,0.65,650 MS.,TRUE,0.35,0.36,-0.3,0.541516352,-0.458483648,0.458483648
2-Control-FR,AD,0.86,750-1150 MS.,,0.54,0.31,-0.33,0.621352792,-0.378647208,0.378647208
2-Control-FR,AD,0.52,450-750 MS.,,0.21,0.43,-0.32,0.396375915,-0.603624085,0.603624085
2-Control-FR,AD,0.71,450-750 MS.,,0.12,18.15,-0.59,0.168933427,-0.831066573,0.831066573
2-Control-FR,AD,0.59,450-750 MS.,,0.26,2.55,-0.33,0.436198142,-0.563801858,0.563801858
2-Control-FR,AD,0.18,150-450 MS.,,0.44,0.92,0.26,2.443286135,1.443286135,-1.443286135
2-Control-FR,AD,0.66,450-750 MS.,,0.38,0.34,-0.28,0.57382812,-0.42617188,0.42617188
2-Control-FR,AD,0.98,750-1150 MS.,,0.36,0.28,-0.62,0.369017528,-0.630982472,0.630982472
2-Control-FR,AD,0.71,450-750 MS.,,0.5,0.31,-0.2,0.714487272,-0.285512728,0.285512728
2-Control-FR,AD,0.28,150-450 MS.,,0.27,0.39,-0.01,0.973276138,-0.026723862,0.026723862
2-Control-FR,AD,0.33,150-450 MS.,,0.15,0.25,-0.18,0.461989052,-0.538010948,0.538010948
2-Control-FR,AD,0.86,750-1150 MS.,,0.46,0.4,-0.39,0.540765352,-0.459234648,0.459234648
2-Control-FR,AD,0.21,150-450 MS.,,0.28,0.5,0.07,1.32298928,0.32298928,-0.32298928
2-Control-FR,AD,0.92,750-1150 MS.,,0.53,0.34,-0.39,0.576307287,-0.423692713,0.423692713
2-Control-FR,AD,0.87,750-1150 MS.,,0.49,0.32,-0.38,0.563514136,-0.436485864,0.436485864
2-Control-FR,AD,1.04,750-1150 MS.,,0.54,0.4,-0.49,0.525501894,-0.474498106,0.474498106
2-Control-FR,AD,1.08,750-1150 MS.,,0.58,0.26,-0.5,0.538555692,-0.461444308,0.461444308
2-Control-FR,AD,0.42,150-450 MS.,,0.2,0.3,-0.22,0.479580509,-0.520419491,0.520419491
2-Control-FR,AD,0.22,150-450 MS.,,0.27,0.4,0.05,1.237750403,0.237750403,-0.237750403
2-Control-FR,AD,0.2,150-450 MS.,,0.18,0.42,-0.03,0.860284859,-0.139715141,0.139715141
2-Control-FR,AD,1.06,750-1150 MS.,,0.4,0.3,-0.66,0.37660033,-0.62339967,0.62339967
2-Control-FR,AD,0.35,150-450 MS.,,0.24,0.45,-0.11,0.687891756,-0.312108244,0.312108244
2-Control-FR,AD,0.41,150-450 MS.,,0.29,1.36,-0.13,0.694413563,-0.305586437,0.305586437
2-Control-FR,AD,0.35,150-450 MS.,,0.26,0.53,-0.1,0.721750593,-0.278249407,0.278249407
2-Control-FR,AD,0.46,450-750 MS.,,0.28,0.53,-0.18,0.609891681,-0.390108319,0.390108319
2-Control-FR,AD,0.98,750-1150 MS.,,0.5,0.42,-0.48,0.507950906,-0.492049094,0.492049094
2-Control-FR,AD,0.37,150-450 MS.,,0.3,0.37,-0.07,0.81174213,-0.18825787,0.18825787
2-Control-FR,AD,0.51,450-750 MS.,,0.26,0.11,-0.25,0.517698384,-0.482301616,0.482301616
2-Control-FR,AD,0.82,750-1150 MS.,,0.3,0.23,-0.51,0.371801004,-0.628198996,0.628198996
2-Control-FR,AD,0.89,750-1150 MS.,,0.45,0.27,-0.45,0.501518718,-0.498481282,0.498481282
2-Control-FR,AD,0.46,450-750 MS.,,0.33,0.13,-0.13,0.720220399,-0.279779601,0.279779601
2-Control-FR,AD,0.73,450-750 MS.,,0.34,0.22,-0.39,0.461388562,-0.538611438,0.538611438
2-Control-FR,AD,1.11,750-1150 MS.,,0.47,0.26,-0.64,0.425511534,-0.574488466,0.574488466
2-Control-FR,AD,0.8,750-1150 MS.,,0.39,0.25,-0.41,0.487075932,-0.512924068,0.512924068
2-Control-FR,AD,1.11,750-1150 MS.,,0.38,0.31,-0.72,0.346923516,-0.653076484,0.653076484
2-Control-FR,AD,0.18,150-450 MS.,,0.23,0.26,0.05,1.257556414,0.257556414,-0.257556414
2-Control-FR,AD,0.62,450-750 MS.,,0.28,0.14,-0.34,0.452935839,-0.547064161,0.547064161
2-Control-FR,AD,0.73,450-750 MS.,,0.29,0.27,-0.44,0.393260148,-0.606739852,0.606739852
2-Control-FR,AD,1.11,750-1150 MS.,,0.4,0.32,-0.71,0.359570846,-0.640429154,0.640429154
2-Control-FR,AD,1,750-1150 MS.,,0.41,0.37,-0.59,0.409383891,-0.590616109,0.590616109
2-Control-FR,AD,0.53,450-750 MS.,,0.34,0.22,-0.18,0.651332677,-0.348667323,0.348667323
2-Control-FR,AD,0.48,450-750 MS.,,0.27,0.28,-0.2,0.571015723,-0.428984277,0.428984277
2-Control-FR,AD,1.05,750-1150 MS.,,0.32,0.21,-0.73,0.305636956,-0.694363044,0.694363044
2-Control-FR,AD,0.32,150-450 MS.,,0.22,0.2,-0.1,0.676248414,-0.323751586,0.323751586
2-Control-FR,AD,0.33,150-450 MS.,,0.27,0.2,-0.06,0.824791513,-0.175208487,0.175208487
2-Control-FR,AD,0.18,150-450 MS.,,0.24,0.28,0.06,1.35986586,0.35986586,-0.35986586
2-Control-FR,AD,0.42,150-450 MS.,,0.2,0.19,-0.22,0.477379834,-0.522620166,0.522620166
2-Control-FR,AD,1.06,750-1150 MS.,,0.34,0.39,-0.71,0.325182967,-0.674817033,0.674817033
2-Control-FR,AD,0.75,750-1150 MS.,,0.41,0.33,-0.34,0.542809207,-0.457190793,0.457190793
2-Control-FR,AD,0.96,750-1150 MS.,,0.68,0.46,-0.28,0.710935648,-0.289064352,0.289064352
2-Control-FR,AD,0.8,750-1150 MS.,,0.38,1.16,-0.43,0.467436668,-0.532563332,0.532563332
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.62,0.29,-0.03,0.947659646,-0.052340354,0.052340354
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.67,0.56,0.02,1.033873924,0.033873924,-0.033873924
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.66,0.36,0.01,1.021509664,0.021509664,-0.021509664
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.79,0.34,0.14,1.218404006,0.218404006,-0.218404006
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.78,0.5,0.13,1.206107293,0.206107293,-0.206107293
3-Prediction-FF,AD,0.65,650 MS.,FALSE,0.9,0.54,0.25,1.378423561,0.378423561,-0.378423561
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.61,0.44,-0.04,0.935317756,-0.064682244,0.064682244
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.39,0.52,-0.26,0.60306834,-0.39693166,0.39693166
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.72,0.3,0.07,1.107629199,0.107629199,-0.107629199
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.54,0.23,-0.11,0.824616199,-0.175383801,0.175383801
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.47,0.2,-0.18,0.72612363,-0.27387637,0.27387637
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.62,0.29,-0.03,0.947602187,-0.052397813,0.052397813
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.59,0.42,-0.06,0.910763367,-0.089236633,0.089236633
3-Prediction-FF,AD,0.65,650 MS.,FALSE,0.61,0.32,-0.04,0.935377847,-0.064622153,0.064622153
3-Prediction-FF,AD,0.65,650 MS.,FALSE,0.61,0.39,-0.04,0.935351529,-0.064648471,0.064648471
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.76,0.39,0.11,1.169192592,0.169192592,-0.169192592
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.7,0.37,0.05,1.070741692,0.070741692,-0.070741692
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.58,0.42,-0.07,0.898459637,-0.101540363,0.101540363
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.56,1.08,-0.09,0.861526075,-0.138473925,0.138473925
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.47,0.43,-0.18,0.72606354,-0.27393646,0.27393646
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.59,0.38,-0.06,0.910735734,-0.089264266,0.089264266
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.78,0.25,0.13,1.206107293,0.206107293,-0.206107293
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.37,0.24,-0.28,0.566197501,-0.433802499,0.433802499
3-Prediction-FF,AD,0.65,650 MS.,FALSE,0.72,0.21,0.07,1.107659025,0.107659025,-0.107659025
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.62,0.63,-0.03,0.947632013,-0.052367987,0.052367987
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.61,0.17,-0.04,0.935355477,-0.064644523,0.064644523
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.58,0.2,-0.07,0.886028706,-0.113971294,0.113971294
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.69,0.15,0.04,1.058411206,0.058411206,-0.058411206
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.79,0.83,0.14,1.218387338,0.218387338,-0.218387338
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.66,0.28,0.01,1.009173914,0.009173914,-0.009173914
3-Prediction-FF,AD,0.65,650 MS.,FALSE,0.83,0.22,0.18,1.27998582,0.27998582,-0.27998582
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.87,0.08,0.22,1.341467191,0.341467191,-0.341467191
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.87,0.19,0.22,1.341513246,0.341513246,-0.341513246
3-Prediction-FF,AD,0.65,650 MS.,FALSE,0.5,0.12,-0.15,0.763052806,-0.236947194,0.236947194
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.61,0.21,-0.04,0.935330914,-0.064669086,0.064669086
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.38,0.21,-0.27,0.590750574,-0.409249426,0.409249426
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.55,0.27,-0.1,0.849199975,-0.150800025,0.150800025
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.4,0.24,-0.25,0.615435232,-0.384564768,0.384564768
3-Prediction-FF,AD,0.65,650 MS.,FALSE,0.59,0.22,-0.06,0.910699767,-0.089300233,0.089300233
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.55,0.44,-0.1,0.849227169,-0.150772831,0.150772831
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.62,0.15,-0.03,0.947685963,-0.052314037,0.052314037
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.55,0.38,-0.1,0.849162253,-0.150837747,0.150837747
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.32,0.73,-0.33,0.492349677,-0.507650323,0.507650323
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.65,0.27,0,0.996885973,-0.003114027,0.003114027
3-Prediction-FF,AD,0.65,650 MS.,FALSE,0.59,0.34,-0.06,0.910730032,-0.089269968,0.089269968
3-Prediction-FF,AD,0.65,650 MS.,FALSE,0.55,0.22,-0.1,0.849173657,-0.150826343,0.150826343
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.68,0.3,0.03,1.046128529,0.046128529,-0.046128529
3-Prediction-FF,AD,0.65,650 MS.,FALSE,0.8,0.54,0.15,1.230773529,0.230773529,-0.230773529
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.69,0.52,0.04,1.058399802,0.058399802,-0.058399802
3-Prediction-FF,AD,0.65,650 MS.,TRUE,0.75,0.42,0.1,1.15688272,0.15688272,-0.15688272
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.35,0.47,-0.3,0.54152951,-0.45847049,0.45847049
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.38,0.44,-0.27,0.578446404,-0.421553596,0.421553596
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.41,0.39,-0.24,0.627642905,-0.372357095,0.372357095
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.38,0.3,-0.27,0.590761539,-0.409238461,0.409238461
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.34,0.2,-0.31,0.529157355,-0.470842645,0.470842645
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.33,0.36,-0.32,0.504587176,-0.495412824,0.495412824
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.31,0.2,-0.34,0.47997489,-0.52002511,0.52002511
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.36,0.36,-0.29,0.553820521,-0.446179479,0.446179479
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.33,0.8,-0.32,0.504619195,-0.495380805,0.495380805
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.34,0.49,-0.31,0.529238938,-0.470761062,0.470761062
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.35,0.46,-0.3,0.541536089,-0.458463911,0.458463911
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.36,0.53,-0.29,0.55386526,-0.44613474,0.44613474
4-Motor-RF,AD,0.65,650 MS.,FALSE,0.34,1.5,-0.31,0.516884766,-0.483115234,0.483115234
4-Motor-RF,AD,0.65,650 MS.,FALSE,0.36,0.25,-0.29,0.553874033,-0.446125967,0.446125967
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.3,0.96,-0.35,0.46766458,-0.53233542,0.53233542
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.39,0.39,-0.26,0.603047286,-0.396952714,0.396952714
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.34,0.41,-0.31,0.529182795,-0.470817205,0.470817205
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.35,0.35,-0.3,0.54151679,-0.45848321,0.45848321
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.39,0.47,-0.26,0.603074042,-0.396925958,0.396925958
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.39,0.39,-0.26,0.603101675,-0.396898325,0.396898325
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.36,0.41,-0.29,0.553823153,-0.446176847,0.446176847
4-Motor-RF,AD,0.65,650 MS.,FALSE,0.32,0.78,-0.33,0.492308885,-0.507691115,0.507691115
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.36,0.44,-0.29,0.553849031,-0.446150969,0.446150969
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.36,0.23,-0.29,0.55386219,-0.44613781,0.44613781
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.34,0.34,-0.31,0.529284555,-0.470715445,0.470715445
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.35,0.31,-0.3,0.541493543,-0.458506457,0.458506457
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.37,0.42,-0.28,0.566158025,-0.433841975,0.433841975
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.32,0.28,-0.33,0.492236952,-0.507763048,0.507763048
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.39,0.38,-0.26,0.603086324,-0.396913676,0.396913676
4-Motor-RF,AD,0.65,650 MS.,FALSE,0.38,0.37,-0.27,0.590762855,-0.409237145,0.409237145
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.36,0.57,-0.29,0.553847715,-0.446152285,0.446152285
4-Motor-RF,AD,0.65,650 MS.,FALSE,0.28,0.29,-0.37,0.430775757,-0.569224243,0.569224243
4-Motor-RF,AD,0.65,650 MS.,FALSE,0.34,0.3,-0.31,0.516903188,-0.483096812,0.483096812
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.39,0.27,-0.26,0.603071411,-0.396928589,0.396928589
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.37,0.37,-0.28,0.566162412,-0.433837588,0.433837588
4-Motor-RF,AD,0.65,650 MS.,FALSE,0.37,0.28,-0.28,0.566104952,-0.433895048,0.433895048
4-Motor-RF,AD,0.65,650 MS.,FALSE,0.34,0.31,-0.31,0.516877748,-0.483122252,0.483122252
4-Motor-RF,AD,0.65,650 MS.,FALSE,0.35,0.27,-0.3,0.541520299,-0.458479701,0.458479701
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.3,0.44,-0.35,0.467665457,-0.532334543,0.532334543
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.29,0.25,-0.36,0.443023345,-0.556976655,0.556976655
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.27,1.79,-0.38,0.418422463,-0.581577537,0.581577537
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.45,0.5,-0.2,0.689203227,-0.310796773,0.310796773
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.3,0.4,-0.35,0.46770581,-0.53229419,0.53229419
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.34,0.42,-0.31,0.52914946,-0.47085054,0.47085054
4-Motor-RF,AD,0.65,650 MS.,FALSE,0.27,0.36,-0.38,0.418407988,-0.581592012,0.581592012
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.34,0.53,-0.31,0.516922487,-0.483077513,0.483077513
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.27,0.54,-0.38,0.418461061,-0.581538939,0.581538939
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.37,0.64,-0.28,0.566143112,-0.433856888,0.433856888
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.34,0.21,-0.31,0.529136301,-0.470863699,0.470863699
4-Motor-RF,AD,0.65,650 MS.,TRUE,0.34,0.45,-0.31,0.529212182,-0.470787818,0.470787818
5-Control-RF,AD,0.65,650 MS.,,0.38,0.4,-0.27,0.59073259,-0.40926741,0.40926741
5-Control-RF,AD,0.65,650 MS.,,0.35,0.49,-0.3,0.541521176,-0.458478824,0.458478824
5-Control-RF,AD,0.65,650 MS.,,0.3,0.45,-0.35,0.467670282,-0.532329718,0.532329718
5-Control-RF,AD,0.65,650 MS.,,0.49,0.45,-0.16,0.750748637,-0.249251363,0.249251363
5-Control-RF,AD,0.65,650 MS.,,0.46,0.26,-0.19,0.713808934,-0.286191066,0.286191066
5-Control-RF,AD,0.65,650 MS.,,0.35,0.36,-0.3,0.54151372,-0.45848628,0.45848628
